Ticker,marketCap,trailingPE,forwardPE,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
T,-0.3177051004737706,-0.2032496280160744,-0.31492708980477396,-0.42208129690336,-0.5128093850499387,-0.489431013176847,-0.1005834268940398,0.00726832031559547,-0.6178491660109222,2.788608428592552,0.7135328573773311,0.7746448324029068,-0.45790972927553214,-0.6237577277462342
TGT,-0.4783464266986632,-0.2517854157837143,-0.23063472039184682,-0.2920147549826601,-0.015936295435204282,-0.10841998280280833,-0.1002444283826058,-0.12534881584096208,0.718774711107395,-0.051019032812801984,-0.7313062529173218,-0.2611281495098085,-0.848141655959942,-0.8734755880231563
TMO,-0.27009431139337386,-0.06781830566905431,-0.057676319963307236,-0.3143703458335591,0.3797443478799441,0.48958765616394156,-0.09798131382589888,-0.23170310104086228,-0.4559923683911259,-1.2528530621212917,-0.6079263526154148,-0.42069329014391493,0.06405654208578035,-0.0790380608640946
TMUS,-0.16942145035343525,-0.13224960560962237,-0.07938873646950158,-0.3103981031243534,-0.055928519721268284,-0.1010485481160071,-0.09964832323105943,-0.1721304924919543,-1.2287280473501532,-1.3824626143016192,0.8669465484631914,-0.34469932888043114,-0.07628164222894614,-0.19598956733982928
TSLA,1.5144387348145598,0.7777862172871935,2.3589581203372223,0.38221497026614604,-0.36556528654215764,-0.44335954638433933,-0.1004110470197336,-0.2599201467402208,3.4677296771339337,-1.3824626143016192,1.6422128594390475,2.8121045075299715,1.7402756999702587,-0.18742648964729347
TXN,-0.3099352114553528,-0.042321574754259864,0.14166651093564486,-0.051137816827425894,-0.2613431262815061,-0.321730874052119,-0.10047670683392555,0.02624749016546469,0.034799211488256064,0.1728520118623091,-0.20353847815969833,-0.27651111123619515,1.2217509644640756,1.2418358822757258
UNH,0.1429273272365506,-0.05904257205445923,-0.1672267328471209,-0.27193277556617634,0.34278183755494546,0.784905758303916,-0.0985680226739519,-0.10666576212334816,-0.9807216639004654,-0.5871312713768831,-0.6944398063766214,-0.33983372941875717,-0.7188928649561884,-0.9156738177332201
UNP,-0.3580373257274652,-0.17983633815539699,-0.12519075144461578,-0.11773854563167581,0.07192540943569395,-0.034705635934796024,-0.10028487135311612,-0.11732487697305335,0.23320431824800644,-0.11582380890296559,-0.7380704103116628,-0.3868133637633275,0.39520876992379966,0.9119646832925941
UPS,-0.40653390254553023,-0.20090668289448851,-0.2256721159369453,-0.20908504902603875,-0.1862062200470828,-0.1867414763500714,-0.10045777705462511,0.03125134057089315,0.0400203985082495,0.5557893251223671,-1.2975893283283295,-0.33242099334579595,-0.7018763821169367,-0.7140943170168297
USB,-0.45159658089226146,-0.23769032960349734,-0.29052463997399824,-0.427617403063372,-0.39040894102289436,-0.3931416475805059,-0.10014710462598493,-0.08043249613212923,0.191434822088059,1.0388794741581329,-0.159173814749997,-0.1925422174201556,-0.26843406080701177,0.5028656522976428
V,0.3371840645771026,-0.0743513102643496,-0.0052447297533030745,0.19248357195706647,0.002241988331188485,-0.009366329198916756,-0.10045057550815209,-0.196616847993916,-0.03829740679165197,-0.9877426144797132,0.028876909481019047,-0.24910254110249586,2.1884401468826815,3.0433995802932365
VZ,-0.30515454051323493,-0.21216292449544466,-0.35194635168651045,-0.41369344309683553,-0.4473675634909249,-0.3747130608635028,-0.10038644745146393,0.08262235241600019,-1.4323543411298967,1.8872329066111844,-0.2727795753030235,0.16090676958930916,-0.4737790334964072,-0.6330922538795389
